Heart_Rate_bpm,Temperature_C,Humidity_percent,Respiratory_Rate_breaths_min,Health_Status
72,37,50,21,Fever
62,40,86,17,Fever
55,39,69,22,Heat_Stress
68,40,59,23,Respiratory_Infection
88,39,68,20,Normal
64,38,91,28,Normal
62,38,71,16,Respiratory_Infection
85,38,74,23,Respiratory_Infection
88,40,48,22,Respiratory_Infection
85,36,75,25,Heat_Stress
65,39,62,23,Respiratory_Infection
77,36,38,20,Respiratory_Infection
64,39,73,23,Normal
76,38,52,32,Normal
53,39,66,27,Heat_Stress
79,38,59,25,Respiratory_Infection
62,38,71,16,Respiratory_Infection
49,39,50,17,Respiratory_Infection
62,39,60,24,Fever
102,36,61,21,Normal
89,41,66,26,Heat_Stress
64,38,88,21,Fever
87,38,78,24,Heat_Stress
70,39,51,23,Normal
85,38,74,29,Respiratory_Infection
61,37,31,20,Respiratory_Infection
64,38,93,16,Respiratory_Infection
86,40,70,11,Respiratory_Infection
61,40,62,25,Heat_Stress
93,36,42,29,Heat_Stress
43,38,70,10,Fever
65,39,94,24,Fever
66,38,64,17,Respiratory_Infection
41,40,79,11,Fever
60,38,47,26,Respiratory_Infection
95,37,72,19,Fever
68,37,77,12,Respiratory_Infection
86,39,81,13,Respiratory_Infection
68,39,88,18,Fever
73,40,78,23,Normal
67,39,50,18,Normal
72,38,50,15,Fever
58,39,49,18,Heat_Stress
73,38,77,18,Heat_Stress
59,38,74,23,Fever
64,40,64,16,Heat_Stress
82,35,84,16,Heat_Stress
72,39,69,21,Normal
68,38,62,18,Fever
91,38,71,14,Respiratory_Infection
79,39,69,10,Normal
45,38,60,18,Fever
77,40,56,19,Heat_Stress
71,39,53,10,Heat_Stress
77,38,63,28,Fever
77,38,45,28,Respiratory_Infection
76,40,74,27,Heat_Stress
67,40,77,16,Respiratory_Infection
45,39,78,12,Fever
84,40,49,21,Normal
92,38,52,20,Fever
93,40,88,21,Respiratory_Infection
64,40,64,16,Heat_Stress
65,38,83,13,Normal
78,38,71,12,Normal
62,39,76,14,Heat_Stress
41,40,50,22,Respiratory_Infection
68,39,63,22,Fever
74,37,65,30,Fever
75,41,66,27,Normal
104,37,39,24,Fever
57,38,55,24,Fever
98,41,71,18,Normal
77,38,67,23,Normal
82,38,51,29,Normal
90,40,83,19,Respiratory_Infection
60,39,81,16,Heat_Stress
71,40,62,26,Respiratory_Infection
45,41,59,25,Respiratory_Infection
88,37,48,14,Respiratory_Infection
58,40,86,34,Respiratory_Infection
43,38,98,26,Respiratory_Infection
74,39,84,14,Normal
101,40,79,15,Respiratory_Infection
53,38,79,23,Fever
79,38,73,29,Fever
56,38,92,16,Heat_Stress
70,37,60,12,Fever
73,38,56,16,Normal
69,39,60,23,Fever
83,38,78,25,Normal
70,39,85,29,Normal
56,39,65,24,Respiratory_Infection
82,39,69,32,Fever
71,37,52,13,Respiratory_Infection
71,38,76,26,Fever
93,38,55,25,Normal
60,39,102,18,Respiratory_Infection
75,38,81,25,Heat_Stress
98,39,63,17,Respiratory_Infection
67,37,34,21,Heat_Stress
55,37,63,18,Normal
74,38,68,22,Heat_Stress
59,37,64,21,Respiratory_Infection
62,40,86,17,Fever
72,39,68,23,Respiratory_Infection
65,39,69,21,Fever
68,41,84,32,Fever
69,38,59,23,Normal
59,38,71,21,Heat_Stress
75,40,54,13,Fever
70,41,74,20,Respiratory_Infection
69,38,99,27,Respiratory_Infection
56,39,79,23,Heat_Stress
66,39,72,23,Respiratory_Infection
85,39,49,15,Normal
73,39,81,20,Heat_Stress
62,40,31,14,Normal
69,37,71,26,Heat_Stress
52,41,82,21,Heat_Stress
91,39,97,26,Heat_Stress
86,38,46,17,Normal
86,39,51,21,Respiratory_Infection
63,38,85,20,Normal
81,37,53,30,Respiratory_Infection
63,41,68,15,Respiratory_Infection
84,42,71,25,Heat_Stress
83,39,46,17,Respiratory_Infection
72,40,65,31,Fever
80,38,80,27,Fever
74,40,28,22,Normal
81,42,67,16,Heat_Stress
87,39,81,12,Heat_Stress
80,38,57,18,Fever
57,37,56,9,Normal
58,40,54,27,Fever
55,40,84,19,Normal
68,41,75,20,Fever
72,39,93,25,Fever
75,38,74,21,Normal
85,39,71,22,Fever
74,38,71,15,Normal
63,38,60,10,Normal
75,39,60,28,Fever
54,38,91,21,Heat_Stress
38,40,37,22,Fever
71,39,89,25,Respiratory_Infection
52,37,51,12,Fever
49,37,70,17,Respiratory_Infection
69,39,57,21,Normal
59,39,85,22,Fever
50,39,43,27,Respiratory_Infection
86,40,52,22,Normal
59,37,69,14,Respiratory_Infection
75,38,64,21,Heat_Stress
70,39,46,23,Fever
90,39,78,13,Fever
71,40,84,17,Normal
49,38,102,21,Normal
104,39,75,20,Respiratory_Infection
59,39,84,22,Respiratory_Infection
82,39,56,25,Heat_Stress
53,40,51,24,Heat_Stress
71,38,57,18,Normal
66,39,100,19,Fever
55,39,57,17,Respiratory_Infection
81,39,90,24,Heat_Stress
77,38,26,15,Heat_Stress
81,38,97,22,Heat_Stress
80,39,78,23,Respiratory_Infection
66,38,62,18,Respiratory_Infection
66,40,78,24,Heat_Stress
92,38,69,9,Fever
58,39,46,13,Normal
75,39,63,22,Fever
68,38,81,12,Respiratory_Infection
80,38,82,15,Respiratory_Infection
57,40,57,24,Fever
84,37,42,13,Normal
85,39,71,22,Fever
73,38,65,16,Normal
54,41,58,22,Respiratory_Infection
65,38,80,21,Respiratory_Infection
68,37,80,28,Heat_Stress
70,40,84,23,Fever
81,41,74,9,Fever
66,39,75,17,Normal
81,38,89,26,Fever
57,37,36,24,Heat_Stress
73,39,73,10,Respiratory_Infection
69,38,77,19,Normal
84,39,86,22,Fever
87,39,81,12,Heat_Stress
65,40,71,9,Normal
51,38,79,16,Normal
73,38,77,18,Heat_Stress
51,39,70,24,Normal
92,39,74,23,Respiratory_Infection
41,40,79,11,Fever
52,38,65,24,Respiratory_Infection
71,38,47,16,Respiratory_Infection
79,39,83,21,Heat_Stress
68,39,45,13,Respiratory_Infection
84,38,41,27,Respiratory_Infection
85,36,75,25,Heat_Stress
74,39,80,21,Heat_Stress
77,40,67,33,Fever
71,39,66,22,Normal
74,39,74,19,Normal
65,39,69,21,Fever
54,37,54,16,Respiratory_Infection
66,38,69,28,Normal
75,39,63,20,Normal
91,38,71,19,Normal
35,38,59,20,Fever
92,38,58,18,Heat_Stress
80,40,83,23,Heat_Stress
80,38,72,14,Heat_Stress
54,39,78,23,Fever
64,39,77,19,Heat_Stress
77,39,67,18,Heat_Stress
49,36,69,13,Fever
83,39,76,11,Normal
72,37,70,25,Respiratory_Infection
51,38,81,8,Fever
76,39,66,19,Fever
54,39,87,13,Normal
85,40,57,28,Heat_Stress
58,40,87,23,Respiratory_Infection
95,38,53,9,Respiratory_Infection
101,40,91,17,Normal
54,40,76,26,Heat_Stress
63,40,61,20,Heat_Stress
69,35,60,18,Respiratory_Infection
100,41,77,25,Fever
95,37,72,19,Fever
68,39,63,27,Heat_Stress
102,40,69,24,Respiratory_Infection
76,36,66,25,Respiratory_Infection
58,38,78,23,Heat_Stress
68,38,84,20,Heat_Stress
64,39,71,14,Respiratory_Infection
88,40,51,10,Respiratory_Infection
68,40,66,16,Respiratory_Infection
77,37,56,19,Heat_Stress
64,39,33,28,Normal
61,40,57,20,Heat_Stress
52,38,60,13,Respiratory_Infection
70,38,45,22,Normal
61,39,78,18,Heat_Stress
53,38,37,17,Respiratory_Infection
68,41,84,32,Fever
78,40,73,18,Normal
70,39,29,25,Heat_Stress
62,38,69,23,Normal
55,39,65,10,Fever
80,41,52,19,Fever
62,39,73,30,Normal
89,39,93,0,Respiratory_Infection
86,38,78,18,Respiratory_Infection
61,38,76,31,Fever
72,40,63,13,Respiratory_Infection
98,39,81,12,Respiratory_Infection
70,39,66,30,Fever
38,39,51,19,Fever
63,37,63,26,Normal
64,40,65,8,Normal
65,40,57,18,Respiratory_Infection
64,39,68,31,Heat_Stress
61,39,48,24,Heat_Stress
84,39,89,13,Normal
60,37,77,20,Heat_Stress
54,37,67,23,Heat_Stress
51,39,47,20,Normal
74,37,65,30,Fever
59,40,57,13,Fever
109,37,46,18,Normal
100,39,76,28,Fever
54,41,58,22,Respiratory_Infection
81,38,97,22,Heat_Stress
81,38,75,21,Normal
82,36,47,28,Heat_Stress
65,38,64,20,Fever
81,37,69,17,Heat_Stress
84,38,70,15,Respiratory_Infection
91,38,60,28,Normal
95,40,56,10,Normal
64,39,27,19,Normal
72,38,62,25,Fever
71,38,70,24,Normal
76,39,59,24,Normal
54,38,69,17,Normal
45,39,77,11,Normal
65,39,95,21,Normal
49,37,88,18,Normal
50,38,83,20,Fever
77,38,82,25,Fever
56,38,80,31,Heat_Stress
82,38,54,28,Fever
70,39,50,21,Fever
73,39,79,24,Heat_Stress
68,39,46,22,Fever
34,40,80,30,Heat_Stress
75,37,65,13,Respiratory_Infection
46,38,63,19,Normal
72,38,69,18,Fever
72,39,60,22,Heat_Stress
83,38,72,13,Heat_Stress
77,38,78,18,Fever
53,37,40,19,Heat_Stress
72,39,60,29,Respiratory_Infection
82,39,56,25,Heat_Stress
68,39,88,18,Fever
61,39,66,17,Fever
74,40,89,22,Fever
59,37,70,24,Normal
88,36,49,17,Respiratory_Infection
76,39,64,14,Normal
63,37,77,22,Respiratory_Infection
74,38,99,31,Normal
71,39,65,31,Respiratory_Infection
70,39,70,11,Fever
48,38,51,23,Fever
81,39,96,14,Fever
74,38,59,22,Normal
64,39,88,24,Respiratory_Infection
59,37,89,16,Heat_Stress
50,40,88,25,Respiratory_Infection
64,37,82,18,Normal
72,38,65,24,Normal
68,39,45,14,Respiratory_Infection
70,41,74,19,Normal
93,40,68,18,Heat_Stress
51,37,66,22,Normal
75,40,59,24,Normal
66,39,93,20,Fever
75,38,39,20,Normal
69,37,76,15,Respiratory_Infection
80,38,72,14,Heat_Stress
60,38,89,16,Respiratory_Infection
52,39,51,25,Respiratory_Infection
90,38,49,13,Normal
72,38,75,9,Fever
68,38,75,12,Normal
77,40,56,19,Heat_Stress
81,39,67,20,Fever
52,41,82,21,Heat_Stress
44,38,47,14,Heat_Stress
49,39,73,14,Heat_Stress
72,40,51,7,Respiratory_Infection
70,38,55,18,Heat_Stress
72,41,61,18,Fever
86,41,44,15,Heat_Stress
71,39,67,20,Respiratory_Infection
76,40,61,19,Respiratory_Infection
77,38,71,18,Heat_Stress
91,39,97,26,Heat_Stress
59,38,67,27,Normal
53,38,86,15,Respiratory_Infection
62,39,63,23,Respiratory_Infection
79,38,82,16,Normal
68,39,44,19,Heat_Stress
90,40,70,13,Heat_Stress
78,39,63,21,Heat_Stress
54,40,72,13,Heat_Stress
26,37,54,21,Heat_Stress
45,38,62,22,Heat_Stress
65,39,85,12,Respiratory_Infection
63,40,66,17,Fever
66,39,72,23,Respiratory_Infection
75,38,67,13,Normal
65,38,66,18,Fever
87,38,99,21,Normal
81,38,63,22,Respiratory_Infection
60,37,62,20,Fever
38,40,78,25,Respiratory_Infection
53,38,52,17,Respiratory_Infection
80,38,80,27,Fever
69,38,48,20,Heat_Stress
57,38,55,24,Fever
60,37,48,19,Heat_Stress
109,41,74,21,Respiratory_Infection
76,39,91,13,Normal
89,41,103,18,Fever
48,38,83,23,Heat_Stress
58,39,93,25,Fever
89,41,103,18,Fever
61,40,62,25,Heat_Stress
59,38,75,7,Fever
80,39,46,20,Normal
73,35,82,16,Heat_Stress
67,38,68,24,Heat_Stress
73,40,61,22,Respiratory_Infection
92,38,69,9,Fever
33,38,87,20,Heat_Stress
74,40,89,22,Fever
59,40,66,20,Fever
95,38,66,15,Heat_Stress
70,38,72,30,Normal
82,37,46,18,Normal
62,40,58,22,Respiratory_Infection
81,38,41,25,Respiratory_Infection
66,40,78,24,Heat_Stress
95,38,75,19,Heat_Stress
72,39,60,22,Heat_Stress
61,38,64,20,Respiratory_Infection
72,41,50,19,Fever
68,38,62,25,Normal
66,38,75,20,Heat_Stress
79,38,89,11,Normal
56,37,78,7,Normal
57,38,62,18,Respiratory_Infection
81,38,49,17,Heat_Stress
41,40,79,11,Fever
58,39,68,18,Fever
67,39,70,15,Fever
85,39,40,20,Respiratory_Infection
76,40,96,31,Heat_Stress
89,38,57,16,Normal
60,40,70,21,Fever
76,38,93,18,Heat_Stress
52,38,89,16,Respiratory_Infection
65,39,32,10,Normal
79,40,61,21,Fever
67,39,85,13,Fever
43,41,45,18,Respiratory_Infection
84,42,71,25,Heat_Stress
90,40,73,15,Heat_Stress
49,39,48,19,Heat_Stress
79,36,46,19,Fever
66,39,52,27,Heat_Stress
92,37,63,23,Heat_Stress
72,38,76,22,Fever
82,37,88,18,Heat_Stress
32,37,89,26,Normal
61,39,60,26,Respiratory_Infection
76,38,75,19,Heat_Stress
70,40,42,26,Respiratory_Infection
59,38,77,27,Respiratory_Infection
69,39,80,18,Fever
82,39,91,11,Heat_Stress
78,40,81,24,Heat_Stress
53,40,75,22,Fever
98,39,81,12,Respiratory_Infection
59,39,87,19,Normal
70,39,67,8,Respiratory_Infection
48,40,62,29,Heat_Stress
76,38,61,26,Fever
50,40,65,11,Respiratory_Infection
65,39,96,27,Heat_Stress
84,37,83,24,Respiratory_Infection
95,40,63,21,Normal
92,38,69,9,Fever
48,37,75,21,Heat_Stress
81,39,54,22,Respiratory_Infection
73,38,57,21,Normal
61,39,51,22,Heat_Stress
69,37,52,24,Heat_Stress
70,41,63,23,Normal
81,39,96,14,Fever
63,39,84,17,Normal
70,39,80,21,Respiratory_Infection
70,39,99,19,Heat_Stress
53,36,66,15,Heat_Stress
60,39,74,26,Heat_Stress
60,38,67,31,Fever
54,39,64,27,Fever
84,40,36,18,Heat_Stress
83,39,54,25,Normal
68,38,79,21,Normal
63,38,90,13,Normal
61,37,96,18,Fever
46,36,50,29,Normal
87,39,88,23,Fever
74,41,40,27,Heat_Stress
66,38,104,13,Normal
77,37,70,6,Respiratory_Infection
64,39,73,22,Fever
69,39,98,24,Fever
84,41,55,14,Heat_Stress
87,38,59,20,Fever
83,40,83,18,Normal
57,38,55,24,Fever
56,39,66,11,Normal
86,40,92,11,Respiratory_Infection
54,37,67,23,Heat_Stress
78,40,69,20,Heat_Stress
44,38,91,16,Heat_Stress
83,39,91,9,Normal
61,39,63,13,Heat_Stress
72,40,83,14,Respiratory_Infection
63,37,70,26,Respiratory_Infection
69,39,53,12,Normal
65,39,88,18,Respiratory_Infection
78,39,91,12,Normal
77,38,58,23,Heat_Stress
70,41,65,28,Normal
48,39,92,17,Normal
80,39,72,28,Respiratory_Infection
60,39,74,26,Heat_Stress
51,38,53,21,Normal
77,38,71,18,Heat_Stress
54,37,67,13,Fever
68,39,48,21,Respiratory_Infection
88,39,54,31,Fever
67,38,65,17,Heat_Stress
68,39,36,24,Heat_Stress
68,39,51,14,Respiratory_Infection
66,38,78,31,Normal
64,39,59,17,Fever
80,39,61,22,Respiratory_Infection
55,37,78,17,Respiratory_Infection
86,40,77,17,Normal
55,38,74,6,Normal
85,39,79,14,Heat_Stress
76,37,62,20,Respiratory_Infection
67,37,77,11,Normal
66,39,67,25,Fever
67,38,82,16,Normal
87,39,76,23,Fever
72,38,55,21,Respiratory_Infection
82,37,73,24,Heat_Stress
60,40,61,35,Heat_Stress
83,37,64,28,Respiratory_Infection
66,37,80,26,Normal
66,39,52,27,Heat_Stress
75,41,74,17,Normal
81,40,55,18,Normal
87,39,88,23,Fever
73,38,102,19,Fever
73,41,55,27,Fever
55,37,62,17,Respiratory_Infection
77,39,76,13,Heat_Stress
62,38,76,23,Heat_Stress
65,39,64,22,Normal
79,40,57,24,Heat_Stress
66,41,74,11,Respiratory_Infection
53,38,79,23,Fever
50,37,66,18,Fever
44,39,102,20,Normal
61,38,60,26,Heat_Stress
68,38,41,16,Respiratory_Infection
49,40,64,19,Fever
86,37,81,20,Heat_Stress
67,40,57,21,Heat_Stress
93,40,88,21,Respiratory_Infection
78,39,65,15,Respiratory_Infection
84,39,99,19,Fever
66,38,95,25,Heat_Stress
77,39,100,20,Respiratory_Infection
51,38,41,18,Respiratory_Infection
66,40,61,26,Heat_Stress
38,39,51,19,Fever
51,40,61,17,Normal
61,39,63,13,Heat_Stress
69,39,58,10,Heat_Stress
91,39,70,19,Heat_Stress
79,41,74,20,Heat_Stress
44,38,55,18,Respiratory_Infection
59,38,122,10,Respiratory_Infection
69,38,71,18,Respiratory_Infection
70,37,70,23,Fever
84,38,73,30,Heat_Stress
71,39,89,20,Heat_Stress
105,38,74,18,Fever
54,40,56,18,Normal
67,39,59,17,Heat_Stress
72,39,78,23,Heat_Stress
61,38,42,21,Fever
69,38,58,21,Normal
72,39,60,22,Heat_Stress
83,38,42,20,Normal
79,39,83,21,Heat_Stress
71,40,73,30,Respiratory_Infection
70,37,70,14,Respiratory_Infection
72,39,62,23,Normal
71,38,58,22,Fever
70,39,46,23,Fever
61,37,40,12,Normal
82,37,69,23,Heat_Stress
72,39,64,21,Normal
70,38,78,21,Respiratory_Infection
45,38,62,22,Heat_Stress
84,40,94,19,Heat_Stress
86,38,56,9,Respiratory_Infection
81,39,71,24,Normal
68,37,51,22,Respiratory_Infection
64,39,77,16,Normal
77,39,60,28,Respiratory_Infection
63,37,69,20,Fever
86,40,81,18,Heat_Stress
80,40,88,15,Normal
72,39,62,14,Heat_Stress
83,38,82,25,Normal
49,38,78,28,Respiratory_Infection
74,41,55,19,Normal
62,39,64,20,Fever
60,39,37,23,Heat_Stress
61,37,67,23,Normal
76,40,63,20,Respiratory_Infection
51,40,71,14,Normal
66,40,61,26,Heat_Stress
83,40,72,8,Respiratory_Infection
80,38,75,12,Fever
63,40,60,15,Heat_Stress
55,40,71,14,Heat_Stress
68,40,61,19,Normal
53,38,74,26,Normal
49,40,49,18,Respiratory_Infection
72,38,50,15,Fever
57,38,67,15,Fever
51,38,68,17,Normal
71,40,61,22,Respiratory_Infection
92,37,84,25,Heat_Stress
100,39,76,28,Fever
65,37,71,29,Normal
86,37,66,17,Respiratory_Infection
68,36,45,25,Fever
67,39,59,17,Heat_Stress
85,38,42,28,Respiratory_Infection
61,39,48,24,Heat_Stress
56,38,92,16,Heat_Stress
84,37,70,30,Heat_Stress
71,40,57,16,Heat_Stress
61,38,75,22,Heat_Stress
57,39,73,21,Heat_Stress
85,40,65,30,Normal
59,38,67,27,Heat_Stress
88,38,81,19,Heat_Stress
71,38,70,22,Fever
75,39,77,13,Respiratory_Infection
58,39,58,19,Heat_Stress
81,38,43,18,Heat_Stress
64,38,83,13,Normal
55,40,87,18,Normal
62,38,89,14,Heat_Stress
68,39,79,23,Normal
67,39,59,17,Heat_Stress
59,39,90,22,Fever
63,40,61,20,Heat_Stress
67,40,57,21,Heat_Stress
95,39,60,21,Heat_Stress
69,37,52,24,Heat_Stress
66,36,88,14,Respiratory_Infection
69,38,52,15,Normal
84,39,61,27,Normal
83,38,48,20,Respiratory_Infection
61,35,55,26,Fever
95,37,58,13,Heat_Stress
63,40,51,26,Heat_Stress
72,39,56,14,Respiratory_Infection
82,38,76,18,Heat_Stress
67,37,68,25,Respiratory_Infection
70,37,28,21,Heat_Stress
65,37,64,17,Respiratory_Infection
79,40,33,14,Normal
47,40,53,26,Normal
26,37,54,21,Heat_Stress
50,38,52,22,Fever
84,36,77,16,Normal
62,38,71,19,Fever
74,37,77,16,Heat_Stress
62,40,51,20,Normal
82,38,84,11,Respiratory_Infection
71,38,72,23,Normal
86,39,66,17,Heat_Stress
68,39,64,18,Respiratory_Infection
72,40,73,15,Respiratory_Infection
84,37,59,14,Respiratory_Infection
74,40,39,20,Normal
68,37,77,12,Respiratory_Infection
70,40,85,13,Respiratory_Infection
96,38,44,24,Fever
87,39,49,14,Respiratory_Infection
63,39,58,28,Normal
51,38,55,28,Normal
71,38,87,16,Respiratory_Infection
59,38,39,25,Respiratory_Infection
82,36,47,28,Heat_Stress
77,38,58,23,Heat_Stress
51,38,53,26,Normal
80,37,59,25,Fever
72,38,85,4,Normal
70,39,62,28,Respiratory_Infection
69,39,59,28,Respiratory_Infection
59,38,98,26,Respiratory_Infection
75,40,90,18,Respiratory_Infection
81,37,72,22,Fever
95,38,43,19,Respiratory_Infection
87,39,85,34,Heat_Stress
63,39,83,20,Normal
73,39,51,21,Respiratory_Infection
38,39,51,19,Fever
86,37,63,23,Respiratory_Infection
76,40,103,17,Normal
49,40,59,7,Respiratory_Infection
75,37,55,23,Heat_Stress
83,38,81,27,Fever
77,39,65,24,Respiratory_Infection
61,38,58,21,Normal
62,39,81,16,Respiratory_Infection
91,41,74,30,Normal
51,36,53,21,Heat_Stress
73,39,57,18,Normal
56,38,92,28,Normal
79,40,85,17,Respiratory_Infection
61,38,76,31,Fever
93,40,75,16,Heat_Stress
67,40,56,33,Respiratory_Infection
62,39,65,27,Heat_Stress
68,39,64,18,Respiratory_Infection
74,39,73,22,Normal
76,38,102,16,Heat_Stress
54,39,67,24,Normal
58,39,71,22,Respiratory_Infection
58,41,41,20,Normal
85,40,73,15,Fever
86,39,56,21,Heat_Stress
72,37,39,14,Heat_Stress
67,39,59,17,Heat_Stress
67,40,56,33,Respiratory_Infection
56,41,57,15,Heat_Stress
56,40,67,13,Respiratory_Infection
47,39,67,21,Normal
72,39,59,17,Normal
87,38,46,20,Fever
81,39,51,1,Normal
68,38,62,18,Fever
75,37,55,23,Heat_Stress
85,38,84,17,Respiratory_Infection
80,39,63,12,Heat_Stress
73,39,79,24,Heat_Stress
92,37,74,26,Respiratory_Infection
84,38,35,26,Normal
53,37,50,17,Fever
108,40,47,23,Normal
62,37,86,23,Respiratory_Infection
91,39,85,19,Respiratory_Infection
86,41,44,15,Heat_Stress
55,39,46,14,Fever
65,37,82,20,Normal
84,40,36,18,Heat_Stress
80,38,75,10,Fever
77,38,91,18,Fever
69,37,56,16,Respiratory_Infection
57,38,62,15,Respiratory_Infection
40,37,49,24,Normal
57,39,50,20,Heat_Stress
61,39,89,18,Heat_Stress
67,39,59,17,Heat_Stress
89,40,67,10,Respiratory_Infection
62,38,59,32,Fever
60,38,85,25,Fever
82,37,54,17,Fever
94,36,83,26,Fever
68,38,50,25,Fever
81,37,72,22,Fever
74,36,96,17,Normal
106,39,79,26,Normal
90,39,78,13,Fever
74,38,68,22,Heat_Stress
68,39,45,13,Respiratory_Infection
59,39,83,25,Respiratory_Infection
63,41,86,13,Respiratory_Infection
54,39,64,27,Fever
33,38,87,20,Heat_Stress
77,40,56,19,Heat_Stress
85,40,49,16,Respiratory_Infection
59,39,74,12,Fever
95,38,82,19,Fever
100,39,66,31,Fever
79,37,54,14,Normal
59,38,71,21,Heat_Stress
65,40,64,23,Normal
74,39,45,25,Heat_Stress
79,36,46,20,Heat_Stress
58,39,72,20,Fever
85,38,50,20,Normal
68,40,59,23,Respiratory_Infection
59,41,93,28,Respiratory_Infection
81,39,70,21,Heat_Stress
80,38,65,6,Normal
63,37,71,20,Normal
73,40,86,12,Normal
85,38,53,17,Normal
66,37,69,23,Respiratory_Infection
60,38,89,16,Respiratory_Infection
84,42,71,25,Heat_Stress
75,38,66,24,Normal
66,38,74,15,Normal
110,38,80,18,Fever
68,40,36,26,Heat_Stress
59,38,77,28,Normal
98,39,40,14,Normal
73,38,73,9,Fever
66,39,64,29,Heat_Stress
50,37,66,18,Fever
71,38,59,21,Fever
50,39,71,17,Normal
79,39,70,16,Normal
66,39,51,22,Fever
94,40,76,21,Heat_Stress
69,39,94,26,Fever
64,37,74,7,Fever
70,37,90,14,Respiratory_Infection
89,38,57,11,Normal
72,39,80,12,Respiratory_Infection
52,38,89,16,Respiratory_Infection
84,38,73,30,Heat_Stress
84,40,111,24,Heat_Stress
33,38,87,20,Heat_Stress
71,40,60,18,Fever
92,37,57,19,Respiratory_Infection
71,37,31,10,Heat_Stress
78,38,103,17,Heat_Stress
54,37,83,17,Fever
76,39,70,22,Respiratory_Infection
82,37,62,12,Respiratory_Infection
38,40,37,22,Fever
73,40,25,11,Normal
56,39,51,9,Normal
73,38,44,19,Fever
54,37,54,16,Respiratory_Infection
73,39,101,15,Normal
83,38,72,13,Heat_Stress
45,40,56,25,Respiratory_Infection
52,39,53,16,Normal
79,40,57,24,Heat_Stress
57,40,38,13,Respiratory_Infection
76,40,96,31,Heat_Stress
81,38,57,11,Heat_Stress
40,39,55,24,Normal
76,37,53,16,Respiratory_Infection
49,39,75,20,Fever
50,37,57,19,Heat_Stress
73,39,65,15,Respiratory_Infection
88,38,83,16,Heat_Stress
40,40,76,19,Heat_Stress
74,38,70,20,Normal
70,39,80,21,Respiratory_Infection
88,38,83,16,Heat_Stress
69,38,29,16,Normal
73,39,72,24,Fever
59,36,39,15,Fever
90,36,45,26,Fever
49,40,93,10,Normal
47,39,81,11,Normal
89,40,75,19,Normal
57,38,67,15,Fever
45,40,50,17,Normal
41,39,66,21,Respiratory_Infection
66,40,83,20,Heat_Stress
80,40,80,22,Normal
71,39,53,10,Heat_Stress
61,38,75,22,Heat_Stress
56,39,41,16,Respiratory_Infection
79,38,79,23,Normal
93,39,74,33,Fever
71,39,53,10,Heat_Stress
88,38,81,19,Heat_Stress
71,37,53,14,Fever
69,38,46,12,Normal
82,40,80,21,Respiratory_Infection
64,37,40,11,Normal
85,39,64,10,Normal
53,36,66,15,Heat_Stress
80,40,83,23,Heat_Stress
52,37,72,16,Respiratory_Infection
74,37,65,30,Fever
75,37,66,18,Respiratory_Infection
76,37,70,27,Fever
74,38,70,27,Respiratory_Infection
61,37,55,16,Fever
44,38,47,14,Heat_Stress
61,38,64,20,Respiratory_Infection
67,39,47,15,Respiratory_Infection
66,38,75,20,Heat_Stress
40,40,76,19,Heat_Stress
65,39,81,18,Fever
84,40,55,6,Respiratory_Infection
84,38,62,16,Heat_Stress
70,38,90,26,Fever
77,39,67,16,Heat_Stress
87,39,49,14,Respiratory_Infection
75,40,66,19,Heat_Stress
59,38,75,7,Fever
63,39,51,19,Normal
89,39,61,15,Fever
66,39,63,26,Respiratory_Infection
79,37,73,17,Respiratory_Infection
81,37,62,29,Fever
61,39,53,21,Respiratory_Infection
83,39,57,16,Fever
93,39,78,15,Heat_Stress
74,37,60,11,Normal
53,39,59,16,Normal
60,39,63,23,Normal
61,39,66,17,Fever
96,37,95,23,Normal
57,39,58,19,Respiratory_Infection
38,38,50,30,Normal
76,38,53,29,Normal
68,40,56,15,Respiratory_Infection
72,37,64,12,Normal
79,38,73,29,Fever
101,40,79,15,Respiratory_Infection
61,37,77,7,Respiratory_Infection
60,38,47,29,Normal
56,39,66,18,Respiratory_Infection
77,38,82,25,Fever
66,40,83,20,Heat_Stress
51,40,90,13,Normal
89,40,52,11,Respiratory_Infection
68,37,51,22,Respiratory_Infection
53,40,51,24,Heat_Stress
45,40,56,25,Respiratory_Infection
70,38,92,21,Respiratory_Infection
71,38,58,22,Respiratory_Infection
51,37,96,24,Heat_Stress
71,38,92,14,Respiratory_Infection
59,40,58,18,Normal
70,37,60,12,Fever
74,37,95,29,Respiratory_Infection
47,38,80,19,Fever
44,37,31,23,Heat_Stress
87,38,59,20,Fever
76,39,95,24,Normal
45,39,78,12,Fever
42,40,71,21,Normal
72,38,55,21,Respiratory_Infection
47,41,61,19,Normal
95,37,58,13,Heat_Stress
93,40,75,16,Heat_Stress
89,40,67,10,Respiratory_Infection
83,37,74,16,Normal
57,39,65,13,Respiratory_Infection
89,40,43,20,Normal
86,38,60,23,Normal
62,38,89,14,Heat_Stress
81,39,54,22,Respiratory_Infection
82,39,86,15,Normal
92,37,84,25,Heat_Stress
51,38,60,12,Respiratory_Infection
95,39,100,19,Respiratory_Infection
82,38,60,22,Respiratory_Infection
69,39,80,17,Normal
65,36,83,8,Fever
52,37,79,19,Fever
72,36,70,6,Normal
92,37,83,17,Respiratory_Infection
66,38,49,18,Normal
65,37,38,20,Fever
64,39,73,22,Fever
